system Eqm_adsorption(eV) Ereqm_adsorption(eV) Ereqm_adsorption_solv_fixed(eV) Ereqm_adsorption_solv_min(eV)
CONTCAR_AuCO_1681 -0.98060000 -0.97581943 -1.11703599 -1.13143211 
CONTCAR_AuCO_2601 -0.65570000 -0.65032030 -0.63908597 -0.63752927 
CONTCAR_AuCO_3615 -0.66650000 -0.62046853 -0.69505917 -0.66017238 
CONTCAR_AuCO_4179 -0.83740000 -0.80854632 -0.82857773 -0.83648718 
CONTCAR_AuCO_4460 -0.73540000 -0.69644745 -0.67842047 -0.66672114 
CONTCAR_AuCO_600003 -0.95530000 -0.94330519 -0.98927680 -1.00120854 
CONTCAR_AuCO_600293 -0.92060000 -0.87091615 -1.00317087 -1.02492878 
CONTCAR_AuCO_600382 -0.91550000 -0.90421253 -0.89089058 -0.90499540 
CONTCAR_AuCO_600453 -0.92360000 -0.87872703 -1.08423609 -1.08190196 
CONTCAR_AuCO_600469 -0.97520000 -0.96128018 -1.02334286 -1.03128291 
CONTCAR_AuCO_600574 -0.96200000 -0.92902843 -1.13622314 -1.14263338 
CONTCAR_AuCO_600614 -0.94140000 -0.96556036 -0.98598384 -0.99406234 
CONTCAR_AuCO_600756 -0.91810000 -0.90776442 -0.98782299 -0.99466294 
CONTCAR_AuCO_600761 -0.93870000 -0.92796714 -0.99105932 -1.00519810 
CONTCAR_AuCO_600862 -0.98810000 -0.97346955 -1.05711597 -1.06473200 
CONTCAR_AuCO_601032 -0.92080000 -0.90062960 -0.99355454 -0.99652243 
CONTCAR_AuCO_601068 -0.94650000 -0.93445501 -1.09195529 -1.10099837 
CONTCAR_AuCO_601287 -0.96430000 -0.95014289 -1.10822974 -1.11246027 
CONTCAR_AuCO_601472 -0.92290000 -0.89550329 -0.94610765 -0.95887631 
CONTCAR_AuCO_601482 -0.93900000 -0.95082695 -1.13085026 -1.13823845 
CONTCAR_AuCO_601659 -0.98440000 -0.96046716 -1.08891812 -1.10577179 
CONTCAR_AuCO_602027 -0.98000000 -0.97347681 -1.08379375 -1.08859611 
CONTCAR_AuCO_6271 -0.62030000 -0.61026255 -0.57747714 -0.58104214 
CONTCAR_AuCO_6801 -0.75860000 -0.75523230 -0.69622027 -0.72650298 
CONTCAR_AuCO_700009 -0.91730000 -0.89526488 -0.87871499 -0.88696337 
CONTCAR_AuCO_700063 -0.77900000 -0.77116169 -0.77387588 -0.79070116 
CONTCAR_AuCO_700129 -0.85090000 -0.82419426 -0.71849713 -0.73414468 
CONTCAR_AuCO_700804 -0.79500000 -0.71954707 -0.85237707 -0.83257005 
CONTCAR_AuCO_700959 -0.89020000 -0.87279699 -1.03712267 -1.04522294 
CONTCAR_AuCO_701025 -0.87170000 -0.82954685 -0.93257556 -0.91699217 
CONTCAR_AuCO_701124 -0.75110000 -0.73971219 -0.74864265 -0.75059303 
CONTCAR_AuCO_701354 -0.74790000 -0.75739929 -0.86987616 -0.87279975 
CONTCAR_AuCO_701520 -0.78770000 -0.77649862 -0.69014186 -0.70068429 
CONTCAR_AuCO_701573 -0.89390000 -0.87987909 -0.94418889 -0.93239741 
CONTCAR_AuCO_701838 -0.80820000 -0.78770225 -0.91414149 -0.91627487 
CONTCAR_AuCO_702122 -0.80160000 -0.76972639 -0.84222386 -0.84542919 
CONTCAR_AuCO_702253 -0.86160000 -0.85765007 -0.98999732 -0.99545121 
CONTCAR_AuCO_702507 -0.98290000 -0.98369780 -0.87985689 -0.89995550 
CONTCAR_AuCO_702635 -0.84950000 -0.82349561 -0.89949948 -0.91669863 
CONTCAR_AuCO_702715 -0.80750000 -0.78752877 -0.81828031 -0.82194670 
CONTCAR_AuCO_7447 -0.71400000 -0.67717858 -0.81049803 -0.79882307 
CONTCAR_AuCO_800246 -0.69730000 -0.68224155 -0.66119980 -0.64810949 
CONTCAR_AuCO_800498 -0.66760000 -0.64613270 -0.61584426 -0.62713599 
CONTCAR_AuCO_800565 -0.66230000 -0.63449609 -0.59554485 -0.60477556 
CONTCAR_AuCO_800630 -0.70580000 -0.69841932 -0.71177483 -0.71099202 
CONTCAR_AuCO_800668 -0.66990000 -0.59474931 -0.68436352 -0.61265468 
CONTCAR_AuCO_800847 -0.59010000 -0.53775050 -0.65110476 -0.64927702 
CONTCAR_AuCO_800848 -0.63310000 -0.59435205 -0.66497937 -0.64755861 
CONTCAR_AuCO_800898 -0.66850000 -0.63923360 -0.71729359 -0.71812788 
CONTCAR_AuCO_800908 -0.66840000 -0.65138907 -0.72020933 -0.72782136 
CONTCAR_AuCO_801048 -0.79380000 -0.72703835 -0.74119231 -0.73758810 
CONTCAR_AuCO_801483 -0.68420000 -0.68657297 -0.64610295 -0.65146133 
CONTCAR_AuCO_801537 -0.68160000 -0.64904719 -0.72525967 -0.72379908 
CONTCAR_AuCO_801948 -0.61170000 -0.60708303 -0.54333217 -0.54043432 
CONTCAR_AuCO_801975 -0.65810000 -0.64989226 -0.73336556 -0.75480730 
CONTCAR_AuCO_802079 -0.63400000 -0.59578644 -0.64945745 -0.61187191 
CONTCAR_AuCO_802238 -0.74850000 -0.70120499 -0.86157282 -0.84460824 
CONTCAR_AuCO_802436 -0.68030000 -0.66773014 -0.84277690 -0.84333847 
CONTCAR_AuCO_802640 -0.78090000 -0.69133443 -0.75607284 -0.72559514 
CONTCAR_AuCO_8702 -0.47130000 -0.41605140 -0.49412306 -0.45961502 
CONTCAR_AuCO_900002 -0.51150000 -0.42711130 -0.54011434 -0.49380247 
CONTCAR_AuCO_900050 -0.58630000 -0.58709134 -0.59362336 -0.57111016 
CONTCAR_AuCO_900152 -0.78310000 -0.75821288 -0.64842793 -0.65396041 
CONTCAR_AuCO_900404 -0.64510000 -0.57243555 -0.57000111 -0.58287046 
CONTCAR_AuCO_900561 -0.68340000 -0.63595663 -0.68530406 -0.62000505 
CONTCAR_AuCO_900637 -0.55970000 -0.52881453 -0.53529432 -0.52956208 
CONTCAR_AuCO_900741 -0.49590000 -0.46856568 -0.44249519 -0.42280918 
CONTCAR_AuCO_901479 -0.62590000 -0.60478832 -0.59685428 -0.59954108 
CONTCAR_AuCO_901551 -0.41930000 -0.39353013 -0.33208721 -0.33389166 
CONTCAR_AuCO_901928 -0.54540000 -0.48325717 -0.48315162 -0.47072437 
CONTCAR_AuCO_902627 -0.74180000 -0.70484926 -0.67436596 -0.68747025 
CONTCAR_AuCO_903281 -0.54350000 -0.44509584 -0.53064369 -0.45628744 
CONTCAR_AuCO_903294 -0.61770000 -0.58663012 -0.59654073 -0.60319637 
CONTCAR_AuCO_01010 -0.83950000 -0.83294699 -0.85871806 -0.89562517 
CONTCAR_AuCO_0102 -0.85750000 -0.87535708 -0.84011084 -0.82863682 
CONTCAR_AuCO_02001 -0.88970000 -0.87937920 -0.94932530 -0.98576153 
CONTCAR_AuCO_02004 -0.68420000 -0.68318871 -0.68082062 -0.68346380 
CONTCAR_AuCO_02007 -0.64540000 -0.49926204 -0.66041411 -0.55192412 
CONTCAR_AuCO_02013 -0.75330000 -0.69828874 -0.72750803 -0.74650913 
CONTCAR_AuCO_02020 -0.54990000 -0.44202887 -0.49923277 -0.44202592 
CONTCAR_AuCO_04010 -0.67890000 -0.55746030 -0.66772316 -0.58453255 
CONTCAR_AuCO_05003 -0.82330000 -0.75901455 -0.67122523 -0.69939865 
CONTCAR_AuCO_05007 -0.78180000 -0.70492380 -0.74927924 -0.72627526 
CONTCAR_AuCO_05016 -0.55450000 -0.54253222 -0.49215094 -0.50250491 
CONTCAR_AuCO_05021 -0.94460000 -0.94164187 -0.97360031 -0.98473626 
CONTCAR_AuCO_05024 -0.65560000 -0.52580407 -0.59771664 -0.54163355 
CONTCAR_AuCO_06000 -0.57080000 -0.54997671 -0.59333151 -0.59727342 
CONTCAR_AuCO_06001 -0.78960000 -0.75697294 -0.83916537 -0.84524459 
CONTCAR_AuCO_06008 -0.94610000 -0.94410856 -0.96747918 -0.96772881 
CONTCAR_AuCO_07024 -0.79160000 -0.75986142 -0.84510920 -0.83725236 
CONTCAR_AuCO_07027 -0.95640000 -0.94384797 -1.00239571 -1.01778391 
CONTCAR_AuCO_08001 -0.82180000 -0.82529232 -0.84743552 -0.87874469 
CONTCAR_AuCO_08022 -0.80160000 -0.79767994 -0.77641889 -0.77699550 
CONTCAR_AuCO_09002 -0.75320000 -0.67393767 -0.67754720 -0.65269899 
CONTCAR_AuCO_09017 -0.55570000 -0.44346170 -0.54011393 -0.48514578 
CONTCAR_AuCO_09018 -0.98070000 -0.97116165 -1.11816407 -1.12072470 
CONTCAR_AuCO_09023 -0.95090000 -0.94604712 -1.05358576 -1.04847304 
CONTCAR_AuCO_09025 -0.88510000 -0.86345414 -0.91322642 -0.92846720 
CONTCAR_AuCO_1110084 -0.85070000 -0.82286013 -0.86995627 -0.87298722 
CONTCAR_AuCO_1110229 -0.94570000 -0.93870710 -1.01662327 -1.02376005 
CONTCAR_AuCO_1110230 -0.92510000 -0.90488164 -1.05963091 -1.06927845 
CONTCAR_AuCO_1110716 -0.85400000 -0.79101074 -0.76895594 -0.76510416 
CONTCAR_AuCO_1110792 -0.68260000 -0.66311993 -0.72621280 -0.72919584 
CONTCAR_AuCO_3119 -0.49070000 -0.44264710 -0.50972923 -0.48712985 
CONTCAR_AuCO_5402 -0.89930000 -0.88991725 -0.97700621 -0.98997986 
CONTCAR_AuCO_5641 -0.96530000 -0.92495115 -0.89223299 -0.93553259 
CONTCAR_AuCO_600065 -0.92450000 -0.87427632 -1.12515093 -1.12913738 
CONTCAR_AuCO_600505 -0.95850000 -0.98043249 -1.03483196 -1.06139753 
CONTCAR_AuCO_600847 -0.96300000 -0.94178184 -1.17419979 -1.20788209 
CONTCAR_AuCO_601098 -0.93400000 -0.88255795 -0.97992914 -0.98085719 
CONTCAR_AuCO_601170 -1.01600000 -0.99013725 -1.13984620 -1.16090448 
CONTCAR_AuCO_601488 -0.89400000 -0.88547404 -0.99449158 -1.00103557 
CONTCAR_AuCO_601624 -0.90520000 -0.87092442 -1.01214447 -1.01583658 
CONTCAR_AuCO_601644 -0.98200000 -0.97657971 -0.96617686 -0.99419716 
CONTCAR_AuCO_601649 -0.88140000 -0.87173590 -0.79659774 -0.80736696 
CONTCAR_AuCO_601766 -0.91340000 -0.90127318 -1.04801460 -1.05309756 
CONTCAR_AuCO_601928 -0.94160000 -0.91997270 -0.99723440 -1.00619619 
CONTCAR_AuCO_602078 -0.93410000 -0.92500780 -1.08255791 -1.09150640 
CONTCAR_AuCO_602158 -0.91620000 -0.89415704 -0.87981587 -0.89429642 
CONTCAR_AuCO_602176 -0.97460000 -0.95618858 -1.21384671 -1.23657204 
CONTCAR_AuCO_700229 -0.78720000 -0.77518320 -0.82668513 -0.84442096 
CONTCAR_AuCO_700649 -0.76230000 -0.70954508 -0.80212921 -0.77361244 
CONTCAR_AuCO_700678 -0.85150000 -0.82148956 -0.92477517 -0.94224976 
CONTCAR_AuCO_700780 -0.88550000 -0.86814249 -0.91677864 -0.92656651 
CONTCAR_AuCO_700808 -0.88110000 -0.86309751 -1.00406715 -0.98247509 
CONTCAR_AuCO_700817 -0.86070000 -0.87182299 -0.84125530 -0.87088480 
CONTCAR_AuCO_700854 -0.78250000 -0.74204242 -0.87194105 -0.87863088 
CONTCAR_AuCO_700934 -0.84160000 -0.79107584 -0.85536238 -0.83137499 
CONTCAR_AuCO_701358 -0.91570000 -0.89691988 -0.97936155 -0.97797223 
CONTCAR_AuCO_701555 -0.70020000 -0.71482301 -0.65135310 -0.68450816 
CONTCAR_AuCO_701618 -0.87840000 -0.86483074 -0.88841975 -0.89844591 
CONTCAR_AuCO_702208 -0.91040000 -0.86703258 -0.84591123 -0.86525088 
CONTCAR_AuCO_702273 -0.83110000 -0.80492685 -0.91843623 -0.92973925 
CONTCAR_AuCO_702470 -0.82220000 -0.80242057 -0.97090814 -0.96174488 
CONTCAR_AuCO_702550 -0.78080000 -0.77785337 -0.82208763 -0.82729661 
CONTCAR_AuCO_800144 -0.65780000 -0.64111090 -0.70966466 -0.71114438 
CONTCAR_AuCO_800895 -0.70210000 -0.69079039 -0.74502085 -0.74753924 
CONTCAR_AuCO_800923 -0.66060000 -0.62515102 -0.70268821 -0.70493073 
CONTCAR_AuCO_800972 -0.70440000 -0.65456899 -0.63016463 -0.63072038 
CONTCAR_AuCO_801030 -0.67240000 -0.63602848 -0.68560926 -0.67603527 
CONTCAR_AuCO_801273 -0.71500000 -0.69822822 -0.78259439 -0.77075883 
CONTCAR_AuCO_801275 -0.56670000 -0.53729096 -0.58386021 -0.59380870 
CONTCAR_AuCO_801379 -0.84810000 -0.79892032 -0.83364847 -0.81510685 
CONTCAR_AuCO_801456 -0.72350000 -0.68897685 -0.76262708 -0.75486839 
CONTCAR_AuCO_801507 -0.70750000 -0.69890373 -0.74201957 -0.75073388 
CONTCAR_AuCO_801781 -0.68320000 -0.69230508 -0.69001217 -0.69744476 
CONTCAR_AuCO_801791 -0.76640000 -0.75983896 -0.86374151 -0.87836326 
CONTCAR_AuCO_801872 -0.66760000 -0.65745588 -0.66190900 -0.66660066 
CONTCAR_AuCO_801992 -0.75750000 -0.73761375 -0.69923223 -0.71957731 
CONTCAR_AuCO_802056 -0.64280000 -0.62004894 -0.73459776 -0.74188140 
CONTCAR_AuCO_802106 -0.71570000 -0.66773059 -0.70473229 -0.72722041 
CONTCAR_AuCO_802338 -0.61880000 -0.61568423 -0.53313946 -0.55271159 
CONTCAR_AuCO_802589 -0.78710000 -0.74289110 -0.69501546 -0.71118102 
CONTCAR_AuCO_900057 -0.55100000 -0.47941588 -0.56488838 -0.55708336 
CONTCAR_AuCO_900147 -0.74720000 -0.73508809 -0.60948157 -0.60785242 
CONTCAR_AuCO_900240 -0.58430000 -0.50084188 -0.63368558 -0.55751121 
CONTCAR_AuCO_900328 -0.84820000 -0.77327367 -0.73165504 -0.74779944 
CONTCAR_AuCO_900951 -0.85540000 -0.83314025 -0.74032821 -0.77217756 
CONTCAR_AuCO_901648 -0.60830000 -0.48597254 -0.57075798 -0.50955253 
CONTCAR_AuCO_901686 -0.47430000 -0.43057881 -0.51053113 -0.46992022 
CONTCAR_AuCO_901791 -0.60520000 -0.59582977 -0.61762402 -0.65009349 
CONTCAR_AuCO_902257 -0.70350000 -0.63989931 -0.66274669 -0.68313138 
CONTCAR_AuCO_902294 -0.53590000 -0.42712022 -0.45280020 -0.41067573 
CONTCAR_AuCO_902434 -0.54940000 -0.47835245 -0.53332367 -0.50247938 
CONTCAR_AuCO_902557 -0.63100000 -0.46136869 -0.69001714 -0.55846726 
CONTCAR_AuCO_902658 -0.83170000 -0.80646645 -0.81518272 -0.87178118 
CONTCAR_AuCO_902834 -0.62490000 -0.54382949 -0.73544840 -0.67480900 
CONTCAR_AuCO_903008 -0.85580000 -0.78520240 -0.65986262 -0.67720973 
CONTCAR_AuCO_903015 -0.58360000 -0.49896122 -0.52125236 -0.46048310 
CONTCAR_AuCO_903156 -0.57860000 -0.51280564 -0.63009114 -0.59088840 
CONTCAR_AuCO_903186 -0.85460000 -0.81179586 -0.80753026 -0.82632757 
CONTCAR_AuCO_903200 -0.64120000 -0.61678936 -0.67580013 -0.65035687 
CONTCAR_AuCO_903409 -0.59230000 -0.54181336 -0.63148983 -0.59766931 
CONTCAR_AuCO_01000 -0.91510000 -0.84850578 -0.80771984 -0.81642319 
CONTCAR_AuCO_01001 -0.54810000 -0.51720516 -0.56133514 -0.53448043 
CONTCAR_AuCO_01004 -0.81830000 -0.80996718 -0.86212537 -0.88252471 
CONTCAR_AuCO_01013 -0.92530000 -0.90786759 -0.97843962 -0.99312856 
CONTCAR_AuCO_01018 -0.55430000 -0.48885902 -0.58636274 -0.55170810 
CONTCAR_AuCO_01019 -0.76670000 -0.72319050 -0.81830153 -0.87590686 
CONTCAR_AuCO_01020 -0.85480000 -0.84292168 -0.92592942 -0.94656761 
CONTCAR_AuCO_02002 -0.65550000 -0.59019503 -0.64599710 -0.58100068 
CONTCAR_AuCO_02003 -0.79780000 -0.79348818 -0.83790801 -0.84287919 
CONTCAR_AuCO_02005 -0.72550000 -0.64583897 -0.56966554 -0.51673040 
CONTCAR_AuCO_02022 -0.80190000 -0.78026862 -0.88142349 -0.86394925 
CONTCAR_AuCO_03007 -0.86550000 -0.83695838 -0.80002119 -0.80810441 
CONTCAR_AuCO_0389 -0.67690000 -0.65559402 -0.67755180 -0.67659144 
CONTCAR_AuCO_0439 -0.44090000 -0.43771248 -0.43259331 -0.43654673 
CONTCAR_AuCO_05004 -0.96760000 -0.95152078 -1.03707177 -1.05836631 
CONTCAR_AuCO_05011 -0.97630000 -0.98134272 -1.17083994 -1.19644768 
CONTCAR_AuCO_05013 -0.92000000 -0.94101120 -1.02535633 -1.02433309 
CONTCAR_AuCO_06012 -0.81140000 -0.76980763 -0.82781874 -0.78869857 
CONTCAR_AuCO_06017 -0.57560000 -0.50678792 -0.61675160 -0.52179280 
CONTCAR_AuCO_06019 -1.04010000 -1.00296656 -1.07632187 -1.09221921 
CONTCAR_AuCO_08004 -0.98020000 -0.96508684 -1.05080132 -1.04594957 
CONTCAR_AuCO_08011 -0.79600000 -0.74732673 -0.86871478 -0.85757625 
CONTCAR_AuCO_08013 -1.01690000 -1.01821946 -1.12594203 -1.12517788 
CONTCAR_AuCO_09004 -0.68990000 -0.68424306 -0.80609519 -0.81123091 
CONTCAR_AuCO_09010 -0.74860000 -0.69501747 -0.56959181 -0.60048542 
CONTCAR_AuCO_1110114 -0.84540000 -0.84864383 -0.86830129 -0.87851215 
CONTCAR_AuCO_1110581 -1.11420000 -1.11615225 -1.28637956 -1.29301482 
CONTCAR_AuCO_1110647 -0.81210000 -0.81205771 -0.81856096 -0.85624376 
CONTCAR_AuCO_1110712 -0.77240000 -0.74505052 -0.70823136 -0.72314460 
CONTCAR_AuCO_1110727 -0.73820000 -0.71423101 -0.59108443 -0.58711459 
CONTCAR_AuCO_1447 -0.53180000 -0.53557557 -0.51359566 -0.50648348 
CONTCAR_AuCO_1671 -0.55640000 -0.56578637 -0.51834834 -0.53257269 
CONTCAR_AuCO_2291 -0.75520000 -0.72532799 -0.73276729 -0.71981771 
CONTCAR_AuCO_2922 -0.78770000 -0.76974640 -0.81114585 -0.81184944 
CONTCAR_AuCO_3853 -1.01070000 -0.98058925 -1.01288016 -1.03941685 
CONTCAR_AuCO_3859 -0.97550000 -0.96294031 -0.99079614 -1.02093332 
CONTCAR_AuCO_4982 -0.85100000 -0.87672354 -0.90762473 -0.90956532 
CONTCAR_AuCO_600038 -0.98870000 -0.95754779 -1.06700788 -1.06740070 
CONTCAR_AuCO_600068 -0.94760000 -0.92339535 -0.96407174 -0.96769711 
CONTCAR_AuCO_600077 -0.94840000 -0.93499401 -1.06538596 -1.04395332 
CONTCAR_AuCO_600187 -0.95580000 -0.96712305 -1.06176697 -1.06248684 
CONTCAR_AuCO_600193 -0.92900000 -0.91881484 -1.00554782 -1.00456328 
CONTCAR_AuCO_600286 -0.82330000 -0.81917188 -0.89997178 -0.90279439 
CONTCAR_AuCO_600482 -0.92580000 -0.85257894 -1.01049414 -0.95967822 
CONTCAR_AuCO_600801 -0.93220000 -0.91813531 -0.98787072 -1.01580030 
CONTCAR_AuCO_601013 -0.93500000 -0.90011151 -1.01507813 -0.99834244 
CONTCAR_AuCO_601041 -0.94020000 -0.90164063 -1.04693891 -1.03415048 
CONTCAR_AuCO_601773 -0.91440000 -0.89594936 -0.96183743 -0.97176125 
CONTCAR_AuCO_601844 -0.94870000 -0.87916387 -1.00559120 -0.94242440 
CONTCAR_AuCO_601857 -0.94840000 -0.93439990 -1.07746213 -1.09758679 
CONTCAR_AuCO_601865 -0.88910000 -0.86629559 -0.99102810 -1.00009852 
CONTCAR_AuCO_602013 -0.93290000 -0.90314951 -0.99822169 -0.99707732 
CONTCAR_AuCO_700118 -0.81890000 -0.80964489 -0.94623401 -0.96777680 
CONTCAR_AuCO_700365 -0.79860000 -0.73711187 -0.85681273 -0.83329831 
CONTCAR_AuCO_700601 -0.81240000 -0.80521863 -0.87059380 -0.87586785 
CONTCAR_AuCO_700750 -0.80340000 -0.78313023 -0.87596478 -0.88449954 
CONTCAR_AuCO_700759 -0.85170000 -0.85562193 -0.99354308 -1.00782583 
CONTCAR_AuCO_700783 -0.80520000 -0.78374715 -0.96428174 -0.98866197 
CONTCAR_AuCO_701127 -0.84890000 -0.81241949 -0.83474267 -0.86136423 
CONTCAR_AuCO_701131 -0.84360000 -0.82061012 -0.85579733 -0.85830114 
CONTCAR_AuCO_701224 -0.80360000 -0.76871057 -0.87901306 -0.87784459 
CONTCAR_AuCO_701275 -0.86410000 -0.82531243 -0.84521464 -0.83395613 
CONTCAR_AuCO_701312 -0.83110000 -0.81451133 -0.80965187 -0.82334839 
CONTCAR_AuCO_701378 -0.75970000 -0.75759311 -0.85068160 -0.87590394 
CONTCAR_AuCO_701605 -0.81170000 -0.75059960 -0.94264460 -0.88926055 
CONTCAR_AuCO_701776 -0.81250000 -0.79015775 -0.92674986 -0.92708399 
CONTCAR_AuCO_702018 -0.81470000 -0.81551322 -0.86434339 -0.86886334 
CONTCAR_AuCO_702158 -0.76620000 -0.72539005 -0.84698991 -0.84515514 
CONTCAR_AuCO_702363 -0.90460000 -0.88035247 -0.97009278 -0.98555987 
CONTCAR_AuCO_702548 -0.92430000 -0.92637502 -0.95556165 -0.96318784 
CONTCAR_AuCO_800168 -0.61510000 -0.60102443 -0.61490559 -0.59493832 
CONTCAR_AuCO_800323 -0.76060000 -0.71082457 -0.67556420 -0.68212084 
CONTCAR_AuCO_800641 -0.59690000 -0.59843812 -0.58566889 -0.59478944 
CONTCAR_AuCO_800660 -0.58780000 -0.53653933 -0.57142167 -0.56296722 
CONTCAR_AuCO_801092 -0.66890000 -0.67521509 -0.69886327 -0.67611741 
CONTCAR_AuCO_801389 -0.70810000 -0.63341434 -0.83816867 -0.83681305 
CONTCAR_AuCO_801496 -0.74350000 -0.73842699 -0.76851591 -0.76870106 
CONTCAR_AuCO_801589 -0.76940000 -0.73539626 -0.67140241 -0.68196666 
CONTCAR_AuCO_801656 -0.62130000 -0.56125864 -0.61620415 -0.55634007 
CONTCAR_AuCO_801800 -0.62850000 -0.58901946 -0.61571515 -0.60978283 
CONTCAR_AuCO_801886 -0.67940000 -0.61918338 -0.55634945 -0.55861828 
CONTCAR_AuCO_801942 -0.65400000 -0.63503285 -0.67314290 -0.67478985 
CONTCAR_AuCO_802592 -0.74120000 -0.74756088 -0.76964482 -0.78163196 
CONTCAR_AuCO_8098 -0.38190000 -0.32996994 -0.34389554 -0.32051166 
CONTCAR_AuCO_900055 -0.76970000 -0.72505442 -0.69521989 -0.71325220 
CONTCAR_AuCO_900124 -0.61750000 -0.59757717 -0.60253326 -0.59138676 
CONTCAR_AuCO_900214 -0.80010000 -0.75404798 -0.72529071 -0.74787098 
CONTCAR_AuCO_900236 -0.84100000 -0.77624018 -0.79239640 -0.80924379 
CONTCAR_AuCO_900574 -0.77570000 -0.70037077 -0.63763906 -0.64886388 
CONTCAR_AuCO_900746 -0.52470000 -0.44523816 -0.58216352 -0.55364996 
CONTCAR_AuCO_900977 -0.48250000 -0.48050520 -0.50444171 -0.49788442 
CONTCAR_AuCO_901053 -0.59740000 -0.47548792 -0.59074572 -0.52396356 
CONTCAR_AuCO_901523 -0.45590000 -0.43788063 -0.49438353 -0.46883394 
CONTCAR_AuCO_901625 -0.43370000 -0.40988538 -0.36726072 -0.37048071 
CONTCAR_AuCO_902001 -0.83290000 -0.80863870 -0.75356364 -0.78410580 
CONTCAR_AuCO_902191 -0.56070000 -0.45837875 -0.54606577 -0.47874114 
CONTCAR_AuCO_902205 -0.63500000 -0.63769862 -0.57233766 -0.58148096 
CONTCAR_AuCO_902651 -0.90670000 -0.89049208 -0.83521987 -0.85539364 
CONTCAR_AuCO_903429 -0.67920000 -0.61701586 -0.60179255 -0.57258535 
CONTCAR_AuCO_903538 -0.52880000 -0.47189157 -0.47791402 -0.46094706 
CONTCAR_AuCO_01027 -0.79170000 -0.75479265 -0.93393606 -0.92491970 
CONTCAR_AuCO_02000 -0.68560000 -0.65846704 -0.67128747 -0.67365927 
CONTCAR_AuCO_02027 -0.56830000 -0.54164801 -0.59991060 -0.54793205 
CONTCAR_AuCO_03015 -0.83080000 -0.77767622 -0.90893011 -0.90592613 
CONTCAR_AuCO_04016 -0.90040000 -0.86086308 -0.98805473 -0.95801015 
CONTCAR_AuCO_04017 -0.47450000 -0.43966569 -0.47794835 -0.47893344 
CONTCAR_AuCO_04024 -0.66390000 -0.64714136 -0.66975746 -0.63007738 
CONTCAR_AuCO_05005 -0.66160000 -0.63712125 -0.69432817 -0.68370204 
CONTCAR_AuCO_05020 -0.73840000 -0.72083104 -0.77744857 -0.79748280 
CONTCAR_AuCO_06003 -0.80830000 -0.76903533 -0.92447675 -0.95590651 
CONTCAR_AuCO_06009 -0.79510000 -0.76302183 -0.87645994 -0.83455366 
CONTCAR_AuCO_06013 -0.97130000 -0.96812699 -1.16969565 -1.16759555 
CONTCAR_AuCO_06025 -0.66530000 -0.63091138 -0.61714321 -0.62284952 
CONTCAR_AuCO_0614 -0.43650000 -0.34464900 -0.51398338 -0.49128867 
CONTCAR_AuCO_07006 -0.74940000 -0.75829604 -0.78697124 -0.79769976 
CONTCAR_AuCO_07009 -0.88630000 -0.86363642 -0.94237478 -0.95873768 
CONTCAR_AuCO_07019 -0.61710000 -0.58705664 -0.64275184 -0.62131469 
CONTCAR_AuCO_08029 -0.82940000 -0.80162351 -0.93007311 -0.91578947 
CONTCAR_AuCO_09003 -0.66400000 -0.64752400 -0.67203239 -0.67438862 
CONTCAR_AuCO_09019 -0.64290000 -0.53581242 -0.64982065 -0.57393155 
CONTCAR_AuCO_1110182 -0.84110000 -0.81018336 -0.80708687 -0.82952558 
CONTCAR_AuCO_1110385 -0.94900000 -0.95634381 -0.98406065 -0.98709051 
CONTCAR_AuCO_1110452 -0.48930000 -0.47080119 -0.34335358 -0.35851904 
CONTCAR_AuCO_1110693 -0.90180000 -0.86140061 -0.96413519 -0.97036791 
CONTCAR_AuCO_1110761 -0.58330000 -0.57296594 -0.56850763 -0.59244055 
CONTCAR_AuCO_1110788 -0.92960000 -0.91377006 -1.02658442 -1.03237332 
CONTCAR_AuCO_1193 -0.89640000 -0.88335067 -0.91011714 -0.91581724 
CONTCAR_AuCO_3542 -0.97770000 -0.96162471 -0.93410301 -0.95518998 
CONTCAR_AuCO_4836 -0.72460000 -0.63829754 -0.65856191 -0.59919313 
CONTCAR_AuCO_600350 -0.89160000 -0.87662991 -1.00424502 -1.00610005 
CONTCAR_AuCO_600358 -0.92230000 -0.91504715 -1.02176917 -1.03094533 
CONTCAR_AuCO_600407 -0.96260000 -0.93933642 -1.12424912 -1.12478763 
CONTCAR_AuCO_600539 -0.92250000 -0.87310111 -1.12060178 -1.13144866 
CONTCAR_AuCO_600743 -0.93150000 -0.91562679 -1.04186969 -1.05185115 
CONTCAR_AuCO_600937 -0.92730000 -0.90804679 -0.94915792 -0.98242753 
CONTCAR_AuCO_600987 -0.98520000 -0.95619646 -1.00417645 -1.01320931 
CONTCAR_AuCO_601090 -0.90770000 -0.91087658 -1.06543617 -1.07454370 
CONTCAR_AuCO_601148 -0.92430000 -0.93532391 -0.93470070 -0.97837547 
CONTCAR_AuCO_601342 -0.95160000 -0.93965577 -1.08811684 -1.08115304 
CONTCAR_AuCO_601548 -0.93420000 -0.93948932 -0.97889893 -0.98015612 
CONTCAR_AuCO_601555 -0.94410000 -0.94076966 -1.02930617 -1.04677731 
CONTCAR_AuCO_601643 -0.95050000 -0.95210957 -0.97968121 -1.00206784 
CONTCAR_AuCO_601862 -0.97740000 -0.97444498 -1.07675943 -1.08485304 
