###############################################################################
Defintion of the variables
  index: ID of structure
  coordiantion: number of the first neigbor of the center Au
  Ead: adsorption energy
  AuC: distance between center Au and C
  com_dis: distance between center Au and center of mass of OCOH
###############################################################################

index coordination Ead_vacuum Ead_reqm AuC_vacuum AuC_reqmcom_dis_vacuum com_dis_reqm
  601451   6    0.1284   -0.2004    2.0798    2.0690   2.5516    2.5370
  601521   6   -0.0587   -0.5152    2.0782    2.0674   2.5499    2.5257
  601644   6    0.0046   -0.4064    2.0716    2.0634   2.5406    2.5235
  601751   6    0.0923   -0.2603    2.0660    2.0568   2.5383    2.5212
  601865   6    0.0608   -0.2487    2.0761    2.0669   2.5451    2.5371
  601898   6    0.0019   -0.3491    2.0864    2.0750   2.5539    2.5305
  601921   6   -0.1141   -0.4128    2.0823    2.0758   2.5727    2.5477
  601938   6    0.0191   -0.2373    2.0770    2.0678   2.5467    2.5436
    6527   6    0.1936   -0.1585    2.0872    2.0767   2.5535    2.5501
    6840   7   -0.0088   -0.2920    2.0932    2.1034   2.5643    2.5724
    6888   8    0.1117   -0.0584    2.0992    2.0875   2.5734    2.5529
  700134   7    0.0450   -0.3575    2.0815    2.0726   2.5586    2.5316
  700211   7    0.0962   -0.2200    2.0957    2.0918   2.5677    2.5499
  700217   7    0.1734   -0.2750    2.0986    2.0888   2.5797    2.5641
  700232   7    0.2103   -0.1347    2.0967    2.0875   2.5724    2.5549
  700521   7    0.0139   -0.3671    2.0767    2.0714   2.5531    2.5391
  700838   7    0.0621   -0.1083    2.0829    2.0749   2.5625    2.5412
  700909   7    0.1231   -0.2637    2.0969    2.0872   2.5771    2.5562
  701076   7    0.0282   -0.3226    2.0868    2.0764   2.5647    2.5442
  701156   7    0.0305   -0.2487    2.0886    2.0793   2.5577    2.5377
  701199   7    0.1171   -0.0094    2.0926    2.0836   2.5699    2.5550
  701209   7    0.0370   -0.0891    2.0881    2.0799   2.5641    2.5424
  701327   7    0.1353   -0.1596    2.0860    2.0755   2.5527    2.5301
  701413   7    0.0067   -0.2140    2.1033    2.1011   2.6000    2.5936
  701535   7    0.1364   -0.1047    2.0935    2.0831   2.5711    2.5551
  701963   7    0.0666   -0.2259    2.0958    2.0885   2.5607    2.5381
  702045   7    0.0008   -0.2957    2.0883    2.0784   2.5618    2.5321
