system Eqm_adsorption(eV) Ereqm_adsorption(eV) Ereqm_adsorption_solv_fixed(eV) Ereqm_adsorption_solv_min(eV)
CONTCAR_AuCOOH_601694 0.01480000 0.05971570 -0.24626590 -0.29294346 
CONTCAR_AuCOOH_601823 0.07040000 0.09139459 -0.22929098 -0.27406687 
CONTCAR_AuCOOH_601844 0.10210000 0.11430129 -0.28755811 -0.30606919 
CONTCAR_AuCOOH_601857 0.10900000 0.12703726 -0.23939199 -0.25696763 
CONTCAR_AuCOOH_601869 0.08030000 0.10502318 -0.28388737 -0.35186776 
CONTCAR_AuCOOH_601928 0.09290000 0.12626022 -0.15292422 -0.18369405 
CONTCAR_AuCOOH_601961 -0.00640000 0.01784823 -0.42941723 -0.47272500 
CONTCAR_AuCOOH_602214 0.05490000 0.05967568 -0.30411483 -0.30419623 
CONTCAR_AuCOOH_6204 -0.04330000 -0.01950812 -0.38989966 -0.39597542 
CONTCAR_AuCOOH_6271 0.21190000 0.22514011 -0.08655821 -0.09790869 
CONTCAR_AuCOOH_6399 0.03360000 0.09093549 -0.22558143 -0.25423075 
CONTCAR_AuCOOH_6640 0.06390000 0.09215839 -0.29184055 -0.31795039 
CONTCAR_AuCOOH_6935 -0.01610000 -0.00471440 -0.45050405 -0.47551962 
CONTCAR_AuCOOH_700020 0.02370000 0.04880802 -0.27512890 -0.28386068 
CONTCAR_AuCOOH_700064 0.12570000 0.16334665 -0.21862796 -0.27817006 
CONTCAR_AuCOOH_700118 0.10840000 0.10889900 -0.13088083 -0.17176312 
CONTCAR_AuCOOH_700464 0.05400000 0.07942798 -0.34422592 -0.36907658 
CONTCAR_AuCOOH_700514 0.02440000 0.04991633 -0.32514425 -0.33319979 
CONTCAR_AuCOOH_700583 0.11870000 0.13193526 -0.16233524 -0.16436073 
CONTCAR_AuCOOH_700967 0.11890000 0.13820583 -0.00720749 -0.03188045 
CONTCAR_AuCOOH_700973 0.03500000 0.05914305 -0.37039934 -0.36812995 
CONTCAR_AuCOOH_701018 0.08600000 0.12812826 -0.14091219 -0.16520112 
CONTCAR_AuCOOH_701360 0.04370000 0.04877938 -0.29609385 -0.30697617 
CONTCAR_AuCOOH_701421 0.02050000 0.05570847 -0.14081535 -0.15469049 
CONTCAR_AuCOOH_701526 0.16120000 0.17858518 -0.18058347 -0.21510266 
CONTCAR_AuCOOH_701545 0.03150000 0.06126633 -0.14885960 -0.16195327 
CONTCAR_AuCOOH_701840 0.00160000 0.02648046 -0.29640385 -0.31421520 
CONTCAR_AuCOOH_701929 0.13190000 0.15566709 -0.25019690 -0.29358193 
CONTCAR_AuCOOH_702152 0.05880000 0.06934905 -0.26112888 -0.28077444 
CONTCAR_AuCOOH_702378 0.18250000 0.21378373 -0.22755866 -0.25609711 
CONTCAR_AuCOOH_702442 0.15200000 0.14906034 -0.19539481 -0.20600565 
CONTCAR_AuCOOH_702470 0.22360000 0.23971105 -0.10330478 -0.14326116 
CONTCAR_AuCOOH_702573 0.16410000 0.18228257 -0.15195041 -0.22029664 
CONTCAR_AuCOOH_800022 0.19470000 0.21339209 -0.05067427 -0.05584641 
CONTCAR_AuCOOH_800064 0.08040000 0.07315310 -0.13861503 -0.18995471 
CONTCAR_AuCOOH_800322 0.21030000 0.24654065 -0.00272284 -0.02617298 
CONTCAR_AuCOOH_800824 0.25350000 0.25498669 -0.14409400 -0.15925235 
CONTCAR_AuCOOH_800993 0.25970000 0.31192779 0.08286905 0.04317778 
CONTCAR_AuCOOH_801040 0.07930000 0.08292233 -0.21307114 -0.22578564 
CONTCAR_AuCOOH_801047 0.14750000 0.17005746 -0.04229295 -0.03960098 
CONTCAR_AuCOOH_801102 0.22810000 0.24582324 -0.00760308 -0.04751170 
CONTCAR_AuCOOH_801274 0.15010000 0.19963495 -0.06431459 -0.06400288 
CONTCAR_AuCOOH_801461 0.27120000 0.31349902 -0.02575717 -0.04140175 
CONTCAR_AuCOOH_801466 0.23560000 0.26232691 -0.10198744 -0.12755978 
CONTCAR_AuCOOH_801467 0.17340000 0.17835348 -0.02893665 -0.04551012 
CONTCAR_AuCOOH_801587 0.25380000 0.27496854 0.02835380 -0.02082190 
CONTCAR_AuCOOH_801609 0.24070000 0.24222614 -0.06081084 -0.08010476 
CONTCAR_AuCOOH_801682 0.09460000 0.10412530 -0.14838692 -0.16723340 
CONTCAR_AuCOOH_802124 0.24690000 0.27105753 -0.04796425 -0.05772178 
CONTCAR_AuCOOH_802566 0.13330000 0.19347053 -0.10323947 -0.16573623 
CONTCAR_AuCOOH_802597 0.12210000 0.15810765 -0.15579909 -0.17204229 
CONTCAR_AuCOOH_8881 -0.09040000 -0.06140689 -0.47698691 -0.50644680 
CONTCAR_AuCOOH_8956 0.14340000 0.19121226 -0.11842136 -0.16344578 
CONTCAR_AuCOOH_900000 0.22920000 0.28155883 -0.04746641 -0.07411412 
CONTCAR_AuCOOH_900274 0.09690000 0.15175685 -0.11187628 -0.13216659 
CONTCAR_AuCOOH_900642 0.38530000 0.39943418 0.21679362 0.20043150 
CONTCAR_AuCOOH_900691 0.19820000 0.23865148 -0.08929332 -0.09324352 
CONTCAR_AuCOOH_900882 0.26110000 0.32234980 -0.06471814 -0.07604954 
CONTCAR_AuCOOH_901297 0.32010000 0.31503519 0.04833570 0.00704185 
CONTCAR_AuCOOH_901402 0.18740000 0.25369077 -0.06412155 -0.05861360 
CONTCAR_AuCOOH_901687 0.24210000 0.32512711 0.10491225 0.09405122 
CONTCAR_AuCOOH_902787 0.21450000 0.31152416 -0.08383981 -0.09377277 
CONTCAR_AuCOOH_1110532 0.34820000 0.37440718 0.20276873 0.15305304 
CONTCAR_AuCOOH_3208 0.04830000 0.07328449 -0.19896844 -0.23600353 
CONTCAR_AuCOOH_4088 -0.01630000 0.00155845 -0.34361035 -0.35626002 
CONTCAR_AuCOOH_600165 -0.08460000 -0.07759767 -0.42054113 -0.42866272 
CONTCAR_AuCOOH_600293 0.11470000 0.15112620 -0.08698600 -0.16699173 
CONTCAR_AuCOOH_600316 -0.06480000 -0.04196978 -0.48062221 -0.51698018 
CONTCAR_AuCOOH_600381 0.04820000 0.06221500 -0.27137675 -0.28302616 
CONTCAR_AuCOOH_600539 0.14090000 0.20224368 -0.16880980 -0.20961754 
CONTCAR_AuCOOH_600679 0.09930000 0.12074810 -0.28462799 -0.30124452 
CONTCAR_AuCOOH_600766 0.01460000 0.03469039 -0.35300104 -0.36799753 
CONTCAR_AuCOOH_600928 0.04220000 0.06637328 -0.30199294 -0.32618820 
CONTCAR_AuCOOH_601065 0.06020000 0.05530142 -0.31947460 -0.34584774 
CONTCAR_AuCOOH_601098 0.00180000 0.02040665 -0.31971494 -0.32008035 
CONTCAR_AuCOOH_601620 -0.04410000 -0.01757346 -0.40291769 -0.41970718 
CONTCAR_AuCOOH_601998 0.17540000 0.18929880 -0.05348859 -0.08044689 
CONTCAR_AuCOOH_602149 0.02900000 0.05564985 -0.29050648 -0.32216966 
CONTCAR_AuCOOH_602158 -0.01130000 -0.00408535 -0.41893463 -0.44033798 
CONTCAR_AuCOOH_6452 0.02300000 0.05917420 -0.09689103 -0.16716497 
CONTCAR_AuCOOH_700974 0.01600000 0.02284823 -0.22632045 -0.29347581 
CONTCAR_AuCOOH_701071 0.08170000 0.10350553 -0.35769938 -0.37816557 
CONTCAR_AuCOOH_701084 -0.01060000 -0.00494359 -0.34735381 -0.36103597 
CONTCAR_AuCOOH_701103 0.16030000 0.20344429 -0.05947610 -0.08482320 
CONTCAR_AuCOOH_701169 -0.09480000 -0.06798674 -0.32416720 -0.34614267 
CONTCAR_AuCOOH_701252 0.06330000 0.08119827 -0.07037080 -0.08476014 
CONTCAR_AuCOOH_701266 -0.03130000 -0.00639622 -0.36621457 -0.37906105 
CONTCAR_AuCOOH_701623 0.26360000 0.28900155 -0.05963659 -0.08713556 
CONTCAR_AuCOOH_701706 0.02680000 0.05082250 -0.23543437 -0.23761620 
CONTCAR_AuCOOH_701767 0.21620000 0.23796240 -0.12682619 -0.15867576 
CONTCAR_AuCOOH_702021 0.14020000 0.13805605 -0.04444636 -0.15116633 
CONTCAR_AuCOOH_702194 -0.00750000 -0.00431590 -0.35653494 -0.37541608 
CONTCAR_AuCOOH_702278 0.12830000 0.16555113 -0.08987902 -0.10782687 
CONTCAR_AuCOOH_702308 0.07290000 0.08799335 -0.26103041 -0.27612171 
CONTCAR_AuCOOH_702538 0.01960000 0.07761906 -0.25564704 -0.29952598 
CONTCAR_AuCOOH_702775 0.06920000 0.08696774 -0.17524410 -0.20533052 
CONTCAR_AuCOOH_7808 -0.00460000 0.02815546 -0.26762975 -0.28260162 
CONTCAR_AuCOOH_800114 0.20840000 0.23215468 -0.07115972 -0.09312477 
CONTCAR_AuCOOH_800126 0.25140000 0.26796407 -0.08965947 -0.12510853 
CONTCAR_AuCOOH_800668 0.21920000 0.22016325 -0.04150643 -0.05999169 
CONTCAR_AuCOOH_800936 0.18310000 0.18621379 -0.08044869 -0.12244144 
CONTCAR_AuCOOH_800949 0.32070000 0.36747522 0.09346780 0.05556319 
CONTCAR_AuCOOH_801090 0.19040000 0.18447206 -0.05314486 -0.12771883 
CONTCAR_AuCOOH_801362 0.23460000 0.24806129 -0.06522300 -0.08581360 
CONTCAR_AuCOOH_801689 0.13310000 0.16803831 -0.05178561 -0.08049648 
CONTCAR_AuCOOH_801700 0.07560000 0.12676555 -0.07570210 -0.12126224 
CONTCAR_AuCOOH_801739 0.28440000 0.29888615 0.06432638 0.02228905 
CONTCAR_AuCOOH_801816 0.24050000 0.24840524 -0.08314287 -0.09444649 
CONTCAR_AuCOOH_802033 0.12180000 0.18635439 -0.17453607 -0.21256860 
CONTCAR_AuCOOH_802200 0.22820000 0.25624860 -0.05766425 -0.08321890 
CONTCAR_AuCOOH_802253 0.29910000 0.35006972 0.03670154 -0.00303586 
CONTCAR_AuCOOH_802590 0.11900000 0.13839739 -0.13583267 -0.18345394 
CONTCAR_AuCOOH_8380 -0.06410000 -0.05600793 -0.39446403 -0.40444798 
CONTCAR_AuCOOH_8425 0.04810000 0.05872974 -0.26298184 -0.28755115 
CONTCAR_AuCOOH_8463 0.08960000 0.12559217 -0.16265788 -0.16493725 
CONTCAR_AuCOOH_901262 0.28200000 0.33858416 0.14785856 0.12719681 
CONTCAR_AuCOOH_901292 0.20010000 0.26535060 0.05260837 0.04435368 
CONTCAR_AuCOOH_902212 0.21910000 0.24575894 -0.04466697 -0.04482391 
CONTCAR_AuCOOH_902499 0.12290000 0.19451594 -0.04784823 0.01149712 
CONTCAR_AuCOOH_902904 0.23680000 0.27946688 -0.00207232 -0.05416446 
CONTCAR_AuCOOH_903363 0.26540000 0.30931947 0.00542434 -0.01813285 
